,year,activity,sex,age,cat_age,century
5413,1925.0,Floating on his back,M,55,Adult,XX
5414,1925.0,,F,,No category,XX
5415,1925.0,,M,,No category,XX
5416,1925.0,Fishing,M,,No category,XX
5417,1925.0,Fishing,M,,No category,XX
5418,1925.0,Swimming,F,,No category,XX
5419,1925.0,,,,No category,XX
5420,1925.0,,M,,No category,XX
5421,1925.0,Bathing in waist-deep water,M,16,Teenager,XX
5422,1925.0,Swimming,M,16,Teenager,XX
5424,1925.0,Swimming,M,,No category,XX
5425,1925.0,"Diving, repairing water main at depth of 90'",M,,No category,XX
5426,1925.0,Diving for coins tossed from passenger ship,M,,No category,XX
5427,1924.0,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,,No category,XX
5428,1924.0,"Inebriated, woke from sleep and fell off deck into the water",M,35,Young Adult,XX
5429,1924.0,Bathing,M,35,Young Adult,XX
5430,1924.0,Pearl diving,M,,No category,XX
5431,1924.0,Bathing,M,,No category,XX
5432,1924.0,Standing,M,,No category,XX
5433,1924.0,Fishing for mackerel,M,,No category,XX
5435,1924.0,Removing shark from a net,M,,No category,XX
5436,1924.0,"Fishing, fell in water & swimming strongly to shore",M,20,Young Adult,XX
5437,1924.0,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,21,Young Adult,XX
5438,1924.0,Swimming,M,,No category,XX
5439,1924.0,Swimming,M,,No category,XX
5440,1924.0,Fishing,,,No category,XX
5441,1924.0,Bathing in 5' of water,F,30,Young Adult,XX
5442,1924.0,Bathing,M,,No category,XX
5443,1924.0,Swimming,M,22,Young Adult,XX
5444,1924.0,Swimming,M,,No category,XX
5445,1924.0,Had just dived into water & was swimming,M,16,Teenager,XX
5446,1923.0,Swimming,M,,No category,XX
5447,1923.0,"Fishing, standing in waist-deep water",M,,No category,XX
5448,1923.0,Dry shelling,M,,No category,XX
5449,1923.0,Fishing,M,,No category,XX
5450,1923.0,Sailing,M,,No category,XX
5451,1923.0,Fishing,,,No category,XX
5452,1923.0,Pearl diving,M,,No category,XX
5453,1923.0,Fishing,M,,No category,XX
5454,1923.0,Diving for pearl,M,,No category,XX
5455,1923.0,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,,No category,XX
5456,1923.0,Dismantling cable buoys of the cable ship All America,,,No category,XX
5457,1923.0,Wading,M,,No category,XX
5458,1923.0,Diving?,M,,No category,XX
5459,1923.0,Diving,M,,No category,XX
5460,1923.0,Swimming,M,25,Young Adult,XX
5461,1923.0,,M,,No category,XX
5462,1923.0,Swimming,M,13,Teenager,XX
5463,1923.0,seaplane Columbus ditched in the sea,M,,No category,XX
5464,1923.0,Fishing,M,,No category,XX
5465,1923.0,,M,,No category,XX
5466,1923.0,Hoisting shark aboard fishing boat,M,,No category,XX
5467,1922.0,Hoisting shark aboard fishing boat,M,,No category,XX
5468,1922.0,Bathing,F,,No category,XX
5469,1922.0,Bathing in 3' to 4' of water,M,19,Young Adult,XX
5470,1922.0,Fishing,M,16,Teenager,XX
5471,1922.0,Sailing,M,,No category,XX
5472,1922.0,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging",M,,No category,XX
5473,1922.0,Swimming,M,,No category,XX
5474,1922.0,Fishing,,,No category,XX
5475,1922.0,,M,,No category,XX
5476,1922.0,Floating,F,18,Young Adult,XX
5477,1922.0,Swimming,M,19,Young Adult,XX
5478,1922.0,Swimming,M,18,Young Adult,XX
5479,1922.0,Swimming,M,,No category,XX
5480,1922.0,Fishing,M,,No category,XX
5481,1922.0,Standing,F,14,Teenager,XX
5482,1922.0,Bathing in knee-deep water,M,21,Young Adult,XX
5483,1922.0,Swimming,M,,No category,XX
5484,1922.0,Swimming,M,18,Young Adult,XX
5485,1922.0,Bathing,M,,No category,XX
5486,1922.0,Swimming,M,54,Adult,XX
5487,1922.0,Standing,M,,No category,XX
5488,1922.0,Surfing,M,26,Young Adult,XX
5489,1921.0,Swimming,M,20,Young Adult,XX
5490,1921.0,Fell from his father's back into the water,M,8,Child,XX
5491,1921.0,"Wading to dinghy, carrying his son",M,40,Adult,XX
5492,1921.0,Swimming,,,No category,XX
5493,1921.0,Diving for beche-de-mer,M,,No category,XX
5494,1921.0,Diving for beche-de-mer,M,22,Young Adult,XX
5495,1921.0,Fishing,M,,No category,XX
5496,1921.0,,M,,No category,XX
5497,1921.0,Swimming,M,21,Young Adult,XX
5498,1921.0,Fell overboard,M,,No category,XX
5499,1921.0,,,,No category,XX
5500,1920.0,Wading,M,,No category,XX
5501,1921.0,Dived into a school of baitfish,M,,No category,XX
5502,1920.0,Standing,M,,No category,XX
5503,1920.0,The coastwise steamer San Basilio capsized in a typhoon,M,,No category,XX
5504,1920.0,Swimming,M,30,Young Adult,XX
5505,1920.0,Diving for trochus shell,M,,No category,XX
5506,1920.0,Swimming,M,13,Teenager,XX
5507,1920.0,Harpooned shark,,,No category,XX
5508,1920.0,"Boat capsized, swimming to shore",M,20,Young Adult,XX
5509,1920.0,Diving,M,,No category,XX
5510,1920.0,Floating face down,F,18,Young Adult,XX
5511,1920.0,Free diving,M,,No category,XX
5512,1920.0,Swimming,M,12,Teenager,XX
5513,1920.0,Jumped overboard,M,,No category,XX
5514,1920.0,,F,,No category,XX
5515,1920.0,Splashing,M,12,Teenager,XX
5516,1919.0,Swimming,M,29,Young Adult,XX
5517,1919.0,Swimming,M,47,Adult,XX
5518,1919.0,Sitting in a boat,M,,No category,XX
5519,1919.0,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,,No category,XX
5520,1919.0,Swimming,M,,No category,XX
5521,1919.0,"""Swimming vigorously""",M,,No category,XX
5522,1919.0,Knocked into the water,M,,No category,XX
5523,1919.0,Cutter capsized,M,,No category,XX
5524,1919.0,Swimming,M,,No category,XX
5525,1919.0,Swimming,F,,No category,XX
5526,1919.0,Wading,M,13,Teenager,XX
5527,1919.0,Wading (shrimping),M,38,Adult,XX
5528,1919.0,Fishing,M,,No category,XX
5529,1919.0,Swimming,F,,No category,XX
5530,1918.0,Fishing,M,,No category,XX
5531,1918.0,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,,No category,XX
5532,1918.0,Bathing,M,22,Young Adult,XX
5533,1918.0,Surfing,M,,No category,XX
5534,1918.0,Diving,M,,No category,XX
5535,1917.0,Swimming,M,,No category,XX
5536,1917.0,Wreck of the tug Magellan,M,,No category,XX
5537,1917.0,"Swimming, towing an empty barrel",M,,No category,XX
5538,1917.0,Stuffing a shark into an automobile,M,,No category,XX
5539,1917.0,Swimming to shore from the Medic,M,,No category,XX
5540,1917.0,Diving,M,,No category,XX
5541,1917.0,Ship Mariston torpedoed & sunk,M,,No category,XX
5542,1917.0,Swimming beside launch,M,,No category,XX
5543,1917.0,Swimming,M,,No category,XX
5544,1917.0,Diving for pearls,M,,No category,XX
5545,1917.0,Diving for sponges,M,,No category,XX
5546,1916.0,Bathing,M,25,Young Adult,XX
5547,1916.0,Taking wife to beach & about 1 m from the shore,M,41,Adult,XX
5548,1916.0,Swimming 10 m from shore,F,,No category,XX
5549,1916.0,,M,,No category,XX
5550,1916.0,Swimming,M,,No category,XX
5551,1916.0,Bathing,M,27,Young Adult,XX
5552,1916.0,"Fishing, attempted to take a netted shark",M,,No category,XX
5553,1916.0,Shrimping,M,,No category,XX
5554,1916.0,Fishing,M,,No category,XX
5555,1916.0,Swimming,F,,No category,XX
5556,1916.0,Swimming,M,,No category,XX
5557,1916.0,Swimming,M,12,Teenager,XX
5558,1916.0,Swimming (recovering remains of Stilwell),M,24,Young Adult,XX
5559,1916.0,Swimming,M,10,Child,XX
5560,1916.0,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats.,M,,No category,XX
5561,1916.0,Diving,M,,No category,XX
5562,1916.0,Bathing,M,,No category,XX
5563,1916.0,Swimming,M,,No category,XX
5564,1916.0,Swimming,M,24,Young Adult,XX
5565,1916.0,Swimming,M,10 or 12,Child,XX
5566,1916.0,Jumped overboard from Norwegian steamship Venator,M,,No category,XX
5567,1916.0,,M,26,Young Adult,XX
5568,1916.0,Swimming,M,,No category,XX
5569,1916.0,Clinging to overturned rowing boat,M,17,Teenager,XX
5570,1916.0,Bathing,M,,No category,XX
5571,1915.0,Diving,M,,No category,XX
5572,1915.0,Bathing,M,10,Child,XX
5573,1915.0,Bathing,M,,No category,XX
5574,1915.0,,M,,No category,XX
5575,1915.0,Fishing,M,,No category,XX
5576,1915.0,Wading,M,,No category,XX
5577,1915.0,Fell overboard,M,,No category,XX
5578,1915.0,Skin diving for trepang but at surface next to the boat,M,,No category,XX
5579,1915.0,Swimming,M,,No category,XX
5580,1915.0,Fishing,M,,No category,XX
5581,1915.0,Bathing,M,17,Teenager,XX
5582,1915.0,,M,,No category,XX
5583,1914.0,Swimming,M,,No category,XX
5584,1914.0,Copra vessel with 19 on board was wrecked in a squall,F,,No category,XX
5585,1914.0,Fell overboard,M,,No category,XX
5586,1914.0,Swimming,M,17,Teenager,XX
5587,1914.0,Washing clothes,F,,No category,XX
5588,1914.0,Fishing,M,,No category,XX
5589,1914.0,,M,,No category,XX
5590,1914.0,Fishing boat,M,,No category,XX
5591,1914.0,Bathing,M,43,Adult,XX
5592,1914.0,Swimming ashore from swamped 13-ft boat,M,,No category,XX
5593,1914.0,Fishing,F,,No category,XX
5594,1914.0,Swimming,M,,No category,XX
5595,1914.0,Boat swamped,M,,No category,XX
5596,1914.0,Washed into sea while picking opihi & attacked by 2 large sharks,M,,No category,XX
5597,1914.0,Wading,M,,No category,XX
5598,1914.0,Canoeing,M,,No category,XX
5599,1914.0,Wading,F,,No category,XX
5600,1914.0,,F,,No category,XX
5601,1913.0,Fishing for mackerel,,,No category,XX
5602,1913.0,,M,,No category,XX
5603,1913.0,Boat swamped,M,,No category,XX
5604,1913.0,Swimming,M,12,Teenager,XX
5605,1913.0,,M,,No category,XX
5606,1913.0,,M,,No category,XX
5607,1913.0,,M,,No category,XX
5608,1913.0,,F,,No category,XX
5609,1913.0,,,,No category,XX
5610,1913.0,,M,,No category,XX
5611,1913.0,Swimming,M,,No category,XX
5612,1913.0,Fishing,M,,No category,XX
5613,1913.0,Hauling in net,M,,No category,XX
5614,1913.0,,M,,No category,XX
5615,1913.0,Diving,M,,No category,XX
5616,1913.0,Swimming after his hat,M,,No category,XX
5617,1913.0,Swimming,M,,No category,XX
5618,1913.0,,M,,No category,XX
5619,1912.0,Swimming from foundered vessel,F,19,Young Adult,XX
5620,1912.0,Swimming,M,12,Teenager,XX
5621,1912.0,Swimming,M,,No category,XX
5622,1912.0,Bathing,M,,No category,XX
5623,1912.0,,M,,No category,XX
5624,1912.0,Swimming,M,,No category,XX
5625,1912.0,Hard hat diving,M,,No category,XX
5626,1912.0,Swimming,M,18,Young Adult,XX
5627,1912.0,Swimming,M,,No category,XX
5628,1912.0,Swimming,M,21,Young Adult,XX
5629,1912.0,Washed overboard,M,7,Child,XX
5630,1912.0,,M,,No category,XX
5631,1912.0,Bathing,M,,No category,XX
5632,1912.0,Fell into the water,M,,No category,XX
5633,1911.0,,M,,No category,XX
5634,1911.0,Fell overboard from steamship Rio Grande,M,,No category,XX
5635,1911.0,Diving,M,23,Young Adult,XX
5636,1911.0,Jumped overboard to rescue companion,M,,No category,XX
5637,1911.0,Fell overboard & swimming,M,,No category,XX
5638,1911.0,Bathing,M,,No category,XX
5639,1911.0,Bathing,M,,No category,XX
5640,1911.0,Fishing,M,,No category,XX
5641,1911.0,Bathing,M,64,Adult,XX
5642,1911.0,Fishing,M,,No category,XX
5643,1911.0,Swimming,M,,No category,XX
5644,1911.0,Fishing,,,No category,XX
5645,1911.0,Swimming,M,,No category,XX
5646,1911.0,3-masted steel barque Glenbank foundered during a cyclone,M,22,Young Adult,XX
5647,1911.0,Swimming,M,,No category,XX
5648,1911.0,Fishing,M,50,Adult,XX
5649,1910.0,,M,,No category,XX
5650,1910.0,Shipwrecked pearling schooner,M,,No category,XX
5651,1910.0,Fishing,M,,No category,XX
5652,1910.0,Bathing,M,,No category,XX
5653,1910.0,Swimming,M,,No category,XX
5654,1910.0,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",,,No category,XX
5655,1910.0,"Unknown, their unoccupied yawlboat was recovered",M,,No category,XX
5656,1910.0,Fell overboard from USS cruiser Tacoma,M,,No category,XX
5657,1910.0,Swimming,M,,No category,XX
5658,1910.0,"Hard hat diving, laying some charge of powder",M,,No category,XX
5659,1910.0,Surf bathing,M,,No category,XX
5660,1910.0,,M,,No category,XX
5661,1910.0,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,,No category,XX
5662,1910.0,Swimming,M,,No category,XX
5663,1909.0,,M,,No category,XX
5664,1909.0,Fell overboard,M,,No category,XX
5665,1909.0,Fishing,M,,No category,XX
5666,1909.0,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda’s boats,,,No category,XX
5667,1909.0,Seine netting,M,,No category,XX
5668,1909.0,Fell overboard from fishing schooner Halycon,M,,No category,XX
5669,1909.0,Fell overboard while fishing for sharks,M,,No category,XX
5670,1909.0,Swimming,M,16,Teenager,XX
5671,1909.0,Bathing,F,,No category,XX
5672,1909.0,,M,,No category,XX
5673,1909.0,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,,No category,XX
5674,1909.0,Fishing,M,,No category,XX
5675,1909.0,Reported swept away by waves while gathering opihi,F,19,Young Adult,XX
5676,1909.0,Diving (Helmet) for sponges,M,,No category,XX
5677,1909.0,Wreck of the 1308-ton Norwegian ship Auckland,F,,No category,XX
5678,1909.0,Jumped overboard,M,36,Adult,XX
5679,1909.0,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",,,No category,XX
5680,1909.0,,,,No category,XX
5681,1908.0,Swimming,M,16,Teenager,XX
5682,1908.0,Swimming ashore from capsized boat,M,,No category,XX
5683,1908.0,Fell from the jetty,M,,No category,XX
5684,1908.0,On fishing boat & trailing hand in the water,M,,No category,XX
5685,1908.0,Fell overboard from P&O steamship Arabia,M,,No category,XX
5686,1908.0,,,,No category,XX
5687,1908.0,Watercraft,F,,No category,XX
5688,1908.0,The 168-ton Belmore foundered in heavy seas,M,,No category,XX
5689,1908.0,The British steamer Caribbee foundered,M,,No category,XX
5691,1908.0,native boats sunk in storm,F,,No category,XX
5692,1908.0,,M,,No category,XX
5693,1908.0,Gathering fish stunned by dynamite,M,,No category,XX
5694,1907.0,Bathing,M,,No category,XX
5695,1907.0,Bathing,M,,No category,XX
5696,1907.0,Fishing,M,,No category,XX
5697,1907.0,Fishing,M,,No category,XX
5698,1907.0,Bathing,M,,No category,XX
5699,1907.0,Reached out to disentangle rope & fell overboard,M,,No category,XX
5700,1907.0,"Diving, retrieving fish caught in net",M,,No category,XX
5701,1907.0,Swimming,M,,No category,XX
5702,1907.0,Swimming,F,,No category,XX
5703,1907.0,Swimming,F,,No category,XX
5704,1907.0,Swimming,M,,No category,XX
5705,1907.0,Wading,M,,No category,XX
5706,1907.0,Swimming,F,,No category,XX
5707,1907.0,.,M,,No category,XX
5708,1907.0,Floating in creek,M,,No category,XX
5709,1907.0,Bathing,M,,No category,XX
5710,1907.0,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,,No category,XX
5711,1907.0,Fishing,M,,No category,XX
5712,1907.0,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",M,,No category,XX
5713,1907.0,Standing,M,55,Adult,XX
5714,1907.0,Bathing,M,18,Young Adult,XX
5715,1907.0,Fishing,M,20,Young Adult,XX
5716,1907.0,"Net fishing, fell into the water",M,,No category,XX
5717,1906.0,Fishing,M,,No category,XX
5718,1906.0,,M,,No category,XX
5719,1906.0,Swimming,M,,No category,XX
5720,1906.0,Diving,M,,No category,XX
5722,1906.0,Swimming,M,,No category,XX
5723,1906.0,Swimming,M,,No category,XX
5724,1906.0,Swimming,M,,No category,XX
5725,1906.0,Fishing,M,,No category,XX
5726,1906.0,Diving around anchored liner,M,,No category,XX
5727,1906.0,Fell overboard,M,,No category,XX
5728,1906.0,Swimming,M,,No category,XX
5729,1906.0,,M,,No category,XX
5730,1906.0,Hard hat diving,M,,No category,XX
5731,1906.0,Shooting sharks,M,,No category,XX
5732,1906.0,Diving for beche-de-mer,M,17,Teenager,XX
5733,1906.0,The schooner Tahitienne foundered in a hurricane,M,,No category,XX
5734,1906.0,.,M,18,Young Adult,XX
5735,1906.0,Swimming,M,,No category,XX
5736,1906.0,Bathing,M,31 or 33,Young Adult,XX
5737,1906.0,Washing horses,M,30,Young Adult,XX
5738,1905.0,Floating or standing,M,,No category,XX
5739,1905.0,Bathing,M,,No category,XX
5740,1905.0,Swimming,M,,No category,XX
5741,1905.0,Fishing,M,,No category,XX
5742,1905.0,Human head found in shark caught by British steamer Syria,M,,No category,XX
5743,1905.0,Swimming from naptha launch after a day of fishing,M,,No category,XX
5744,1905.0,Bathing,M,21,Young Adult,XX
5745,1905.0,Wading,M,16,Teenager,XX
5746,1905.0,,M,8,Child,XX
5747,1905.0,Jumped or fell overboard,M,,No category,XX
5748,1905.0,Fishing,M,,No category,XX
5749,1905.0,Swimming,M,,No category,XX
5750,1905.0,Swimming,M,26,Young Adult,XX
5751,1905.0,Bathing,M,40,Adult,XX
5752,1905.0,Bathing,,,No category,XX
5753,1905.0,Bathing,M,23,Young Adult,XX
5754,1905.0,Bathing,M,39,Adult,XX
5755,1905.0,Harpooning turtles,,,No category,XX
5756,1904.0,Bathing alongside US Naval ship,M,,No category,XX
5757,1904.0,Fell overboard,M,,No category,XX
5758,1904.0,Lost his footing & fell overboard,M,,No category,XX
5759,1904.0,"Ship's boat capsized in squall, captain & 2 sailors clinging onto hull",M,,No category,XX
5760,1904.0,Sailing,M,,No category,XX
5761,1904.0,Swimming,M,,No category,XX
5762,1904.0,Swimming,M,,No category,XX
5763,1904.0,Swimming after his hat,M,,No category,XX
5764,1904.0,Swimming,M,30,Young Adult,XX
5765,1904.0,Bathing,M,,No category,XX
5766,1904.0,Swimming,M,16,Teenager,XX
5767,1904.0,Diving on a wreck,M,,No category,XX
5768,1904.0,Bathing,M,,No category,XX
5769,1904.0,Swimming,M,,No category,XX
5770,1903.0,Fell overboard,M,,No category,XX
5771,1903.0,Fishing,M,,No category,XX
5772,1903.0,"Swimming, after falling overboard",M,28,Young Adult,XX
5773,1903.0,Swimming,M,,No category,XX
5774,1903.0,Bathing,M,,No category,XX
5775,1903.0,Suicide,M,,No category,XX
5776,1903.0,Swimming,M,,No category,XX
5777,1903.0,,M,,No category,XX
5778,1903.0,Sponge diving,M,,No category,XX
5779,1903.0,Fishing,M,,No category,XX
5780,1902.0,Swimming,M,30,Young Adult,XX
5781,1902.0,Swimming,M,17,Teenager,XX
5782,1902.0,Fishing,M,,No category,XX
5783,1902.0,Swimming,M,,No category,XX
5784,1902.0,Fishing,M,,No category,XX
5785,1902.0,Catching crabs,M,,No category,XX
5786,1902.0,Fishing,M,,No category,XX
5787,1902.0,Swimming,M,,No category,XX
5788,1902.0,,M,,No category,XX
5789,1902.0,Sponge diving,M,,No category,XX
5790,1902.0,Swimming,M,,No category,XX
5791,1902.0,Standing on ship deck,M,,No category,XX
5792,1902.0,Dangling feet in the water,M,,No category,XX
5793,1902.0,,M,,No category,XX
5794,1902.0,Swimming,M,16,Teenager,XX
5795,1901.0,Bathing,M,10,Child,XX
5796,1901.0,Taking catch from a fish weir in which the shark was snared,M,,No category,XX
5797,1901.0,Swimming,M,Teen,Teenager,XX
5798,1901.0,Swimming,M,29,Young Adult,XX
