,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,age_int,age_cat,year_int,century
1798,24-Aug-2005,2005.0,Unprovoked,AUSTRALIA,South Australia,Glenelg ,Scuba diving,M,23,Y,16h10,White shark,23,Young Adult,2005,21
1799,24-Aug-2005,2005.0,Unprovoked,USA,California,"Scripps, LaJolla, San Diego County",Surfing,M,37,N,11h00,juvenile white shark,37,Adult,2005,21
1800,22-Aug-2005,2005.0,Invalid,USA,South Carolina,"6th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",M,17,,Afternoon,Shark involvement not confirmed,17,Teenager,2005,21
1801,21-Aug-2005,2005.0,Unprovoked,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,8,N,Morning,Possibly a sandbar shark or small blacktip shark,8,Child,2005,21
1802,19-Aug-2005,2005.0,Unprovoked,USA,Texas,Crystal Beach (east of Galveston),Walking,M,12,N,20h00,,12,Child,2005,21
1804,12-Aug-2005,2005.0,Unprovoked,USA,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,16,N,11h30,1.8 m [6'] shark,16,Teenager,2005,21
1805,6-Aug-2005,2005.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,14,N,09h45,,14,Teenager,2005,21
1806,1-Aug-2005,2005.0,Invalid,Seychelles,Inner Islands,Off North Island,Fishing,M,,,,Invalid,-1,-,2005,21
1807,27-Jul-2005,2005.0,Unprovoked,USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,13,N,18h00,,13,Teenager,2005,21
1808,23-Jul-2005,2005.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,61,N,11h30,,61,Adult,2005,21
1809,22-Jul-2005,2005.0,Invalid,USA,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",Surfing,M,25,,11h15,Shark involvement not confirmed,25,Young Adult,2005,21
1810,17-Jul-2005,2005.0,Invalid,LIBERIA,,,Swimming,M,,,,Shark involvement prior to death was not confirmed,-1,-,2005,21
1811,17-Jul-2005,2005.0,Provoked,CHINA,Shanghai,"Ocean World, Changfeng Park",Scuba diving in aquarium tank,M,24,N,,3.5 m [11.5']shark,24,Young Adult,2005,21
1813,15-Jul-2005,2005.0,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Swimming,M,22,N,16h40,[4.5' to 5'] shark,22,Young Adult,2005,21
1814,13-Jul-2005,2005.0,Unprovoked,USA,Texas,"Port Bolivar, Galveston County",Holding onto an inflatable boat,F,14,N,13h00,[4' to 5'],14,Teenager,2005,21
1815,1-Jul-2005,2005.0,Unprovoked,USA,Florida,"Boca Grande, Lee County",Standing,M,19,N,11h30,,19,Young Adult,2005,21
1816,27-Jun-2005,2005.0,Unprovoked,USA,Florida,"Cape San Blas, Gulf County",Fishing,M,16,N,11h30,Bull shark,16,Teenager,2005,21
1817,25-Jun-2005,2005.0,Unprovoked,USA,Florida,"Destin, Walton County",Swimming with boogie board,F,14,Y,11h15,1.8 m [6'] bull shark,14,Teenager,2005,21
1818,22-Jun-2005,2005.0,Unprovoked,VANUATU,Malampa Province,Atchin Island off Malakula,Swimming,F,7,Y,Afternoon,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",7,Child,2005,21
1819,20-Jun-2005,2005.0,Unprovoked,MEXICO ,Baja California,San Luis beach,Surfing,M,,N,07h00,,-1,-,2005,21
1820,18-Jun-2005,2005.0,Invalid,USA,Hawaii,Maui,Swimming,M,49,,08h00,Invalid,49,Adult,2005,21
1821,16-Jun-2005,2005.0,Unprovoked,USA,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,M,20,N,Afternoon,"Unknown, but it was reported that a shark tooth was recovered from the wound",20,Young Adult,2005,21
1822,13-Jun-2005,2005.0,Unprovoked,SOUTH KOREA,South Ch'ungch'ong Province,Dando/Kaeui Island ,Diving,F,38,N,,3 m [10'] white shark,38,Adult,2005,21
1823,07-Jun-2005,2005.0,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Boogie boarding,F,11,N,11h30 ,,11,Child,2005,21
1824,05-Jun-2005,2005.0,Invalid,USA,New Jersey,"Surf City, Long Beach Island, Ocean County",Surfing,M,17,,11h00,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",17,Teenager,2005,21
1825,04-Jun-2005,2005.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Miller's Point,Spearfishing (Free diving),M,22,Y,15h45,White shark,22,Young Adult,2005,21
1826,02-Jun-2005,2005.0,Unprovoked,USA,Texas,"Mustang Island, Corpus Christi",Wading,M,6,N,Morning,,6,Child,2005,21
1827,28-May-2005,2005.0,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,33,N,17h30,"""small shark""",33,Young Adult,2005,21
1828,27-May-2005,2005.0,Unprovoked,USA,Florida,"Sand Key Beach, Clearwater, Pinellas County",Crouching in 2' of water,F,,N,18h30,"18"" to 36"" shark",-1,-,2005,21
1829,25-May-2005,2005.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Surfing,M,32,N,11h00,Raggedtooth shark,32,Young Adult,2005,21
1830,15-May-2005,2005.0,Unprovoked,AUSTRALIA,Queensland,50 km east of Townsville,Spearfishing,M,,N,,Blacktip shark,-1,-,2005,21
1832,03-May-2005,2005.0,Unprovoked,MADAGASCAR,,,Fishing,M,,N,,2.5 m shark,-1,-,2005,21
1833,02-May-2005,2005.0,Sea Disaster,USA,South Carolina,Off Sullivans Island,Sea Disaster,M,Teens,N,,,-1,-,2005,21
1834,02-May-2005,2005.0,Unprovoked,USA,Hawaii,"Noreiga's, Maui",Surfing,M,47,N,10h30,"Tiger shark, 3 m [10']",47,Adult,2005,21
1835,25-Apr-2005,2005.0,Provoked,AUSTRALIA,New South Wales,Bermagui,Fishing,M,25,N,23h00,"Mako shark, 1.5 m [5'] ",25,Young Adult,2005,21
1837,16-Apr-2005,2005.0,Unprovoked,AUSTRALIA,Northern Territory,Bremer Island,Spearfishing,M,20,N,,2 m [6.75'] copper shark,20,Young Adult,2005,21
1838,16-Apr-2005,2005.0,Unprovoked,AUSTRALIA,New South Wales,Bronte Beach,Surfing,M,40,N,06h10,Bronze whaler shark,40,Adult,2005,21
1839,13-Apr-2005,2005.0,Unprovoked,USA,Florida,"Crescent Beach, Sarasota County",Wading,F,70,N,,1.8 m [6'] blacktip shark,70,Elder,2005,21
1840,09-Apr-2005,2005.0,Invalid,USA,Florida,"Central Gulf Coast, St. John County",Surfing,M,52,,,Shark involvement not confirmed,52,Adult,2005,21
1841,07-Apr-2005,2005.0,Unprovoked,USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,37,N,19h00,,37,Adult,2005,21
1842,06-Apr-2005,2005.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",,F,,N,,small hammerhead shark,-1,-,2005,21
1843,06-Apr-2005,2005.0,Invalid,HONDURAS,Bay Islands,Utila,SCUBA Diving,F,,,,Shark involvement not confirmed,-1,-,2005,21
1844,28-Mar-2005,2005.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,32,N,09h45,4 m [13'] shark,32,Young Adult,2005,21
1845,Reported    27-Mar-2005,2005.0,Unprovoked,AUSTRALIA,New South Wales,,Surfing,M,,N,,,-1,-,2005,21
1846,25-Mar-2005,2005.0,Unprovoked,VENEZUELA,,Punta Caracas,Surfing,M,,N,17h30,,-1,-,2005,21
1847,19-Mar-2005,2005.0,Unprovoked,AUSTRALIA,Western Australia,"Wreck Point, Abrolhos Islands",Snorkeling,M,26,Y,14h00,6 m [20'] white shark,26,Young Adult,2005,21
1848,12-Mar-2005,2005.0,Provoked,USA,New Mexico,"Albuquerue Aquarium, Albuquerue",Diving in aquarium display tank,M,45,N,15h30,"Sandtiger shark, 2.1 m [7'] ",45,Adult,2005,21
1849,10-Mar-2005,2005.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Isipingo,,M,51,,,Invalid,51,Adult,2005,21
1850,09-Mar-2005,2005.0,Provoked,NEW ZEALAND,North Island,"Waiapu River mouth , East Cape",Fishing,M,,N,14h00,"Bronze whaler shark, 4.3 m [14'] ",-1,-,2005,21
1851,05-Mar-2005,2005.0,Unprovoked,SOLOMON ISLANDS,Santa Isabel Province,,Diving,M,,N,,,-1,-,2005,21
1852,26-Feb-2005,2005.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Swimming,M,18,N,,Bull shark,18,Young Adult,2005,21
1853,22-Feb-2005,2005.0,Provoked,USA,Florida,"Long Key, Monroe County",Spearfishing,M,,N,,"Nurse shark, 3' ",-1,-,2005,21
1854,16-Feb-2005,2005.0,Unprovoked,USA,Hawaii,"Rocky Point, north shore of O'ahu",Surfing,M,,N,14h30,"Tiger shark, 2.4 m [8']",-1,-,2005,21
1855,13-Feb-2005,2005.0,Unprovoked,USA,Florida,Fort Lauderdale,Spearfishing,M,,N,,1.8 m [6'] Caribbean reef shark,-1,-,2005,21
1856,04-Feb-2005,2005.0,Unprovoked,BRAZIL,Bahia,Ilhéus,Surfing,M,12,N,,,12,Child,2005,21
1857,20-Jan-2005,2005.0,Unprovoked,CUBA,Santiago de Cuba Province,Uvero,Swimming,M,19,N,,3 m [10'] shark,19,Young Adult,2005,21
1858,19-Jan-2005,2005.0,Provoked,AUSTRALIA,Victoria,Port Phillip Bay,Spearfishing,M,,N,,3 m shark,-1,-,2005,21
1860,08-Jan-2005,2005.0,Watercraft,NEW ZEALAND,North Island,Taupiri Bay,Fishing from a kayak,M,39,N,12h00,White shark,39,Adult,2005,21
1861,26-Dec-2004,2004.0,Invalid,SRI LANKA,Eastern Province,Pasikudha,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",F,11,,,No shark involvement,11,Child,2004,21
1862,16-Dec-2004,2004.0,Unprovoked,AUSTRALIA,South Australia,"West Beach, Adelaide",Scurfing (surfboard being  towed behind a boat),M,18,Y,15h15,4.5 m & 5 m white shark ,18,Young Adult,2004,21
1863,11-Dec-2004,2004.0,Unprovoked,AUSTRALIA,Queensland,Opal Reef,Spearfishing,M,38,Y,13h00,Bull shark,38,Adult,2004,21
1864,27-Nov-2004,2004.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,20,N,18h00,Raggedtooth shark,20,Young Adult,2004,21
1865,26-Nov-2004,2004.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie,Playing,M,16,N,,Raggedtooth shark,16,Teenager,2004,21
1866,15-Nov-2004,2004.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,77,Y,07h00,6 m [20'] white shark,77,Elder,2004,21
1868,11-Nov-2004,2004.0,Unprovoked,VANUATU,Malampa Province,Malakula (Malakula Island),Snorkeling,M,30s,N,09h00,,-1,-,2004,21
1870,31-Oct-2004,2004.0,Unprovoked,CUBA,Camaguey Province,Santa Lucia,Diving,M,40,N,14h00,2.5 m [8.25'] bull shark,40,Adult,2004,21
1872,30-Oct-2004,2004.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Gansbaai,Chumming for white sharks,M,52,N,Morning,2 m [6.75'] white shark,52,Adult,2004,21
1873,21-Oct-2004,2004.0,Unprovoked,AUSTRALIA,New South Wales,Stockton Beach,Surfing,M,59,N,Afternoon,"Bronze whaler shark, 2.4 m [8'] ",59,Adult,2004,21
1874,10-Oct-2004,2004.0,Unprovoked,USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing,M,,N,09h30,1.8 m to 2.4 m [6' to 8'] white shark,-1,-,2004,21
1875,09-Oct-2004,2004.0,Unprovoked,USA,Hawaii,Moloka'i,Spearfishing,M,34,N,12h40,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",34,Young Adult,2004,21
1876,09-Oct-2004,2004.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,Surfing,M,34,N,Morning,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",34,Young Adult,2004,21
1877,06-Oct-2004,2004.0,Unprovoked,REUNION,Conservatória District,"P' tit Paris, Saint-Pierre",Body boarding,M,15,N,16h15,Thought to involve a 2.5 m bull or tiger shark,15,Teenager,2004,21
1878,02-Oct-2004,2004.0,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Surfing,M,16,N,15h30,,16,Teenager,2004,21
1879,01-Oct-2004,2004.0,Unprovoked,USA,California,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,M,40,N,14h00,,40,Adult,2004,21
1881,20-Sep-2004,2004.0,Unprovoked,USA,Oregon,Gold  Beach,Surfing,M,26,N,09h00,White shark,26,Young Adult,2004,21
1882,10-Sep-2004,2004.0,Invalid,USA,Texas,South Padre Island,Surf fishing,M,,,Between 05h00 and 08h00,Shark involvement questionable,-1,-,2004,21
1884,04-Sep-2004,2004.0,Unprovoked,USA,South Carolina ,"North of Apache Pier, Myrtle Beach, Horry County",Jumping,F,17,N,15h40,2.4 m [8'] shark,17,Teenager,2004,21
1885,29-Aug-2004,2004.0,Unprovoked,USA,Florida,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",Walking,F,38,N,17h30,,38,Adult,2004,21
1886,21-Aug-2004,2004.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Bathing,M,24,N,13h00,"Tiger shark, 1.5 m ",24,Young Adult,2004,21
1887,20-Aug-2004,2004.0,Unprovoked,USA,California,"204s, San Clemente, Orange County",Surfing,M,,N,17h30,0.9 m to 1.2 m [3' to 4'] white shark,-1,-,2004,21
1888,15-Aug-2004,2004.0,Unprovoked,USA,California,"Kibesillah, Mendocino County",Diving,M,50,Y,16h00,4.9 m to 5.5 m [16' to 18'] white shark,50,Adult,2004,21
1889,06-Aug-2004,2004.0,Unprovoked,USA,Florida,"Big Bayou, St. Petersburg, Pinellas County ",Swimming,M,47,N,20h30,1.2 m [4'] shark,47,Adult,2004,21
1890,03-Aug-2004,2004.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Spearfishing,M,30,N,14h00,,30,Young Adult,2004,21
1892,31-Jul-2004,2004.0,Unprovoked,USA,Florida,"Cocoa  Beach, Brevard County",Surfing,F,20,N,13h00,,20,Young Adult,2004,21
1893,30-Jul-2004,2004.0,Unprovoked,RUSSIA,Kuril Islands in the Pacific,"Kunashir Island, 70 km from northern Japan",Diving & fishing with net,M,,N,,White shark,-1,-,2004,21
1894,28-Jul-2004,2004.0,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Surfing,F,28,N,17h30,,28,Young Adult,2004,21
1895,27-Jul-2004,2004.0,Unprovoked,USA,North Carolina,"Carolina Beach, New Hanover County",Swimming,F,13,N,17h00,1.8 m [6'] shark,13,Teenager,2004,21
1896,27-Jul-2004,2004.0,Unprovoked,USA,Texas,Galveston Island,Swimming,F,19,N,16h30,1.2 m to 1.5 m [4' to 5'] shark,19,Young Adult,2004,21
1897,25-Jul-2004,2004.0,Unprovoked,USA,Texas,"Bryan Beach, Brazoria County",Wading / fishing & carrying a bag of fish,M,11,N,19h30,Bull shark,11,Child,2004,21
1899,15-Jul-2004 ,2004.0,Unprovoked,JAPAN,Wakayama Prefecture,Susami,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51,N,,"Longfin mako shark, 3.5 m [11.5'], 350-kg [772-lb] ",51,Adult,2004,21
1900,10-Jul-2004,2004.0,Unprovoked,AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River",Surfing,M,30,Y,14h10,"2 sharks, 4.5 m & 3 m ",30,Young Adult,2004,21
1901,02-Jul-2004,2004.0,Unprovoked,EGYPT,Sinai Peninsula,The lagoon at Dahab,Snorkeling,F,Teen,N,,"""black tipped"" shark",-1,-,2004,21
1902,02-Jul-2004,2004.0,Unprovoked,USA,Alabama,"Gulf Shores Beach, Baldwin County",Wading,M,7,N,16h40,4' to 5' shark,7,Child,2004,21
1903,26-Jun-2004,2004.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,45,N,09h00,"9'2"" white shark",45,Adult,2004,21
1904,26-Jun-2004,2004.0,Invalid,AUSTRALIA,Western Australia,Floreat Beach,Crayfishing,M,,,,Invalid,-1,-,2004,21
1905,14-Jun-2004,2004.0,Unprovoked,USA,Florida,"Disney / Vero Beach, Indian River County",In water with diving seabirds,F,,N,,,-1,-,2004,21
